site,replicate,trap,year,season,bare_ground,litter,rock,veg
5,1,4,2023,March,15,10,10,65
5,1,5,2023,March,10,5,50,35
5,1,6,2023,March,15,10,20,55
5,1,7,2023,March,5,10,40,45
5,1,8,2023,March,20,5,10,65
5,1,9,2023,March,20,20,15,45
5,1,10,2023,March,10,5,10,75
5,2,1,2023,March,10,10,30,50
5,2,2,2023,March,15,15,20,50
5,2,3,2023,March,10,10,30,50
5,2,4,2023,March,15,10,20,55
5,2,5,2023,March,15,5,30,50
5,2,6,2023,March,15,8,2,75
5,2,7,2023,March,15,5,20,60
5,2,8,2023,March,15,5,15,65
5,2,9,2023,March,10,5,10,75
5,2,10,2023,March,15,15,20,50
5,3,1,2023,March,25,30,15,30
5,3,2,2023,March,15,20,30,35
5,3,3,2023,March,20,15,25,40
5,3,4,2023,March,5,35,25,35
5,3,5,2023,March,0,30,70,0
5,3,6,2023,March,10,10,55,25
5,3,7,2023,March,10,55,15,20
5,3,8,2023,March,10,55,10,25
5,3,9,2023,March,10,35,15,40
5,3,10,2023,March,10,15,50,25
5,4,1,2023,March,25,15,30,30
5,4,2,2023,March,15,20,20,45
5,4,3,2023,March,5,35,40,20
5,4,4,2023,March,10,15,25,50
5,4,5,2023,March,5,60,20,15
5,4,6,2023,March,15,25,50,10
5,4,7,2023,March,10,25,35,30
5,4,8,2023,March,5,20,40,35
5,4,9,2023,March,5,25,40,30
5,4,10,2023,March,5,5,20,70
6,1,1,2023,March,75,5,0,20
6,1,2,2023,March,60,20,0,20
6,1,3,2023,March,58,10,5,27
6,1,4,2023,March,53,10,0,37
6,1,5,2023,March,25,15,0,60
6,1,6,2023,March,59,15,1,25
6,1,7,2023,March,79,15,1,5
6,1,8,2023,March,53,5,2,40
6,1,9,2023,March,60,10,0,30
6,1,10,2023,March,74,15,1,10
6,2,1,2023,March,10,15,25,50
6,2,2,2023,March,30,10,20,40
6,2,3,2023,March,10,10,25,55
6,2,4,2023,March,20,20,15,45
6,2,5,2023,March,55,5,15,25
6,2,6,2023,March,25,20,30,25
6,2,7,2023,March,25,5,5,65
6,2,8,2023,March,10,10,25,55
6,2,9,2023,March,20,10,25,45
6,2,10,2023,March,30,5,20,45
6,3,1,2023,March,20,10,40,30
6,3,2,2023,March,20,10,25,45
6,3,3,2023,March,30,10,5,55
6,3,4,2023,March,48,15,2,35
6,3,5,2023,March,30,15,5,50
6,3,6,2023,March,34,10,1,55
6,3,7,2023,March,25,10,5,60
6,3,8,2023,March,15,10,25,50
6,3,9,2023,March,10,15,20,55
6,3,10,2023,March,29,5,30,36
6,4,1,2023,March,39,5,30,26
6,4,2,2023,March,25,5,30,40
6,4,3,2023,March,25,10,15,50
6,4,4,2023,March,45,5,15,35
6,4,5,2023,March,25,15,10,50
6,4,6,2023,March,50,5,15,30
6,4,7,2023,March,25,5,20,50
6,4,8,2023,March,25,10,10,55
6,4,9,2023,March,25,15,30,30
6,4,10,2023,March,30,5,25,40
7,1,1,2023,March,35,5,15,45
7,1,2,2023,March,30,5,10,55
7,1,3,2023,March,60,5,5,30
7,1,4,2023,March,15,10,15,60
7,1,5,2023,March,40,5,15,40
7,1,6,2023,March,35,15,5,45
7,1,7,2023,March,25,10,5,60
7,1,8,2023,March,50,5,5,20
7,1,9,2023,March,40,5,20,35
7,1,10,2023,March,40,5,20,35
7,2,1,2023,March,10,10,10,70
7,2,2,2023,March,40,10,10,40
7,2,3,2023,March,30,10,15,45
7,2,4,2023,March,25,5,5,65
7,2,5,2023,March,45,5,15,35
7,2,6,2023,March,25,10,25,40
7,2,7,2023,March,20,5,35,40
7,2,8,2023,March,20,5,45,30
7,2,9,2023,March,30,10,10,50
7,2,10,2023,March,35,10,5,50
7,3,1,2023,March,30,5,15,50
7,3,2,2023,March,45,5,10,40
7,3,3,2023,March,45,5,5,45
7,3,4,2023,March,55,5,5,35
7,3,5,2023,March,48,10,5,37
7,3,6,2023,March,55,15,5,25
7,3,7,2023,March,30,20,5,45
7,3,8,2023,March,25,10,10,55
7,3,9,2023,March,55,5,5,35
7,3,10,2023,March,64,5,10,21
7,4,1,2023,March,50,5,5,40
7,4,2,2023,March,70,5,5,20
7,4,3,2023,March,54,5,5,36
7,4,4,2023,March,40,5,5,50
7,4,5,2023,March,49,10,1,40
7,4,6,2023,March,10,5,5,80
7,4,7,2023,March,48,5,2,45
7,4,8,2023,March,44,15,1,40
7,4,9,2023,March,38,5,2,55
7,4,10,2023,March,73,10,2,15
8,1,1,2023,March,30,15,5,50
8,1,2,2023,March,29,10,1,60
8,1,3,2023,March,10,10,0,80
8,1,4,2023,March,5,10,0,85
8,1,5,2023,March,5,20,0,75
8,1,6,2023,March,5,15,0,80
8,1,7,2023,March,20,10,0,70
8,1,8,2023,March,35,15,5,45
8,1,9,2023,March,50,10,10,30
8,1,10,2023,March,55,10,10,25
8,2,1,2023,March,40,10,10,40
8,2,2,2023,March,55,10,5,30
8,2,3,2023,March,55,10,5,30
8,2,4,2023,March,10,15,5,70
8,2,5,2023,March,20,15,5,60
8,2,6,2023,March,20,15,10,55
8,2,7,2023,March,35,10,5,50
8,2,8,2023,March,20,10,5,65
8,2,9,2023,March,20,10,40,30
8,2,10,2023,March,35,20,10,35
8,3,1,2023,March,35,15,15,35
8,3,2,2023,March,15,10,20,55
8,3,3,2023,March,5,15,15,65
8,3,4,2023,March,10,10,15,65
8,3,5,2023,March,10,25,5,60
8,3,6,2023,March,20,10,10,60
8,3,7,2023,March,5,10,15,70
8,3,8,2023,March,15,10,10,65
8,3,9,2023,March,10,15,15,60
8,3,10,2023,March,20,15,15,50
8,4,1,2023,March,10,10,20,60
8,4,2,2023,March,25,15,5,55
8,4,3,2023,March,10,15,15,60
8,4,4,2023,March,15,10,15,60
8,4,5,2023,March,30,15,25,30
8,4,6,2023,March,25,10,10,55
8,4,7,2023,March,15,5,15,55
8,4,8,2023,March,30,10,10,50
8,4,9,2023,March,35,15,5,45
8,4,10,2023,March,40,10,5,45
9,1,1,2023,March,10,5,5,80
9,1,2,2023,March,5,5,5,85
9,1,3,2023,March,10,5,5,80
9,1,4,2023,March,10,5,5,80
9,1,5,2023,March,10,10,10,70
9,1,6,2023,March,10,5,3,82
9,1,7,2023,March,5,10,5,80
9,1,8,2023,March,10,5,5,80
9,1,9,2023,March,10,5,10,75
9,1,10,2023,March,10,10,10,70
9,2,1,2023,March,15,5,25,55
9,2,2,2023,March,10,10,5,75
9,2,3,2023,March,15,5,15,65
9,2,4,2023,March,20,5,10,65
9,2,5,2023,March,15,15,10,60
9,2,6,2023,March,10,10,5,75
9,2,7,2023,March,15,15,35,35
9,2,8,2023,March,15,15,20,50
9,2,9,2023,March,15,10,10,65
9,2,10,2023,March,5,15,20,60
9,3,1,2023,March,15,10,25,50
9,3,2,2023,March,20,10,25,45
9,3,3,2023,March,15,5,20,60
9,3,4,2023,March,15,10,25,50
9,3,5,2023,March,20,5,15,60
9,3,6,2023,March,24,15,10,51
9,3,7,2023,March,15,5,1,79
9,3,8,2023,March,15,5,15,65
9,3,9,2023,March,15,10,5,70
9,3,10,2023,March,15,5,10,70
9,4,1,2023,March,5,5,30,60
9,4,2,2023,March,5,10,10,75
9,4,3,2023,March,10,10,20,60
9,4,4,2023,March,10,5,15,70
9,4,5,2023,March,5,10,5,80
9,4,6,2023,March,10,10,10,70
9,4,7,2023,March,5,5,20,70
9,4,8,2023,March,5,5,25,65
9,4,9,2023,March,5,10,10,75
9,4,10,2023,March,5,15,15,65
10,1,1,2023,March,10,20,30,40
10,1,2,2023,March,15,10,20,55
10,1,3,2023,March,10,15,30,45
10,1,4,2023,March,10,10,25,55
10,1,5,2023,March,25,5,48,22
10,1,6,2023,March,5,10,30,55
10,1,7,2023,March,25,15,25,35
10,1,8,2023,March,5,5,20,70
10,1,9,2023,March,10,10,15,65
10,1,10,2023,March,10,5,10,75
10,2,1,2023,March,10,10,35,45
10,2,2,2023,March,10,5,40,45
10,2,3,2023,March,10,10,35,45
10,2,4,2023,March,5,15,50,30
10,2,5,2023,March,10,10,40,40
10,2,6,2023,March,10,10,35,45
10,2,7,2023,March,10,10,40,40
10,2,8,2023,March,5,10,50,35
10,2,9,2023,March,10,15,20,55
10,2,10,2023,March,10,10,30,50
10,3,1,2023,March,10,10,45,35
10,3,2,2023,March,15,10,55,20
10,3,3,2023,March,20,15,0,65
10,3,4,2023,March,10,10,30,50
10,3,5,2023,March,10,5,20,65
10,3,6,2023,March,20,10,25,45
10,3,7,2023,March,10,10,55,25
10,3,8,2023,March,10,5,60,25
10,3,9,2023,March,20,10,10,60
10,3,10,2023,March,45,10,5,40
10,4,1,2023,March,5,10,45,40
10,4,2,2023,March,10,10,40,40
10,4,3,2023,March,10,15,30,45
10,4,4,2023,March,5,10,40,45
10,4,5,2023,March,5,10,45,40
10,4,6,2023,March,30,5,25,40
10,4,7,2023,March,20,10,35,35
10,4,8,2023,March,10,5,30,55
10,4,9,2023,March,10,10,25,55
10,4,10,2023,March,10,5,25,60
11,1,1,2023,March,30,15,20,35
11,1,2,2023,March,15,20,10,55
11,1,3,2023,March,5,20,15,60
11,1,4,2023,March,5,10,50,35
11,1,5,2023,March,15,10,15,60
11,1,6,2023,March,29,10,1,60
11,1,7,2023,March,25,5,10,60
11,1,8,2023,March,5,15,10,70
11,1,9,2023,March,20,15,10,55
11,1,10,2023,March,5,15,45,35
11,2,1,2023,March,20,15,20,45
11,2,2,2023,March,15,10,35,40
11,2,3,2023,March,10,15,30,45
11,2,4,2023,March,35,5,10,50
11,2,5,2023,March,20,10,20,50
11,2,6,2023,March,15,15,50,20
11,2,7,2023,March,0,25,50,25
11,2,8,2023,March,50,5,0,45
11,2,9,2023,March,35,15,0,50
11,2,10,2023,March,20,25,15,40
11,3,1,2023,March,10,20,20,50
11,3,2,2023,March,5,20,35,40
11,3,3,2023,March,35,20,0,45
11,3,4,2023,March,20,25,15,40
11,3,5,2023,March,3,25,0,72
11,3,6,2023,March,24,30,1,45
11,3,7,2023,March,25,25,0,50
11,3,8,2023,March,5,30,15,50
11,3,9,2023,March,20,15,15,50
11,3,10,2023,March,20,15,1,63
11,4,1,2023,March,5,15,0,80
11,4,2,2023,March,15,10,0,75
11,4,3,2023,March,20,15,0,65
11,4,4,2023,March,20,20,0,60
11,4,5,2023,March,5,20,0,75
11,4,6,2023,March,15,30,0,55
11,4,7,2023,March,15,25,0,60
11,4,8,2023,March,5,20,0,75
11,4,9,2023,March,15,15,0,70
11,4,10,2023,March,10,15,10,65
12,1,1,2023,March,5,5,35,55
12,1,2,2023,March,5,5,55,35
12,1,3,2023,March,5,5,60,30
12,1,4,2023,March,5,10,50,35
12,1,5,2023,March,10,5,50,35
12,1,6,2023,March,5,5,50,40
12,1,7,2023,March,10,15,35,40
12,1,8,2023,March,5,5,50,40
12,1,9,2023,March,5,5,50,40
12,1,10,2023,March,5,10,50,35
12,2,1,2023,March,15,5,60,20
12,2,2,2023,March,5,5,55,35
12,2,3,2023,March,5,5,50,40
12,2,4,2023,March,5,20,20,55
12,2,5,2023,March,5,5,55,35
12,2,6,2023,March,5,10,25,60
12,2,7,2023,March,5,20,30,45
12,2,8,2023,March,10,5,60,25
12,2,9,2023,March,10,10,45,35
12,2,10,2023,March,10,5,55,30
12,3,1,2023,March,5,5,50,40
12,3,2,2023,March,5,5,45,45
12,3,3,2023,March,5,49,30,16
12,3,4,2023,March,5,5,60,30
12,3,5,2023,March,10,3,67,20
12,3,6,2023,March,5,5,30,60
12,3,7,2023,March,15,5,45,35
12,3,8,2023,March,10,10,50,30
12,3,9,2023,March,10,10,25,55
12,3,10,2023,March,5,10,35,50
12,4,1,2023,March,10,5,45,40
12,4,2,2023,March,5,5,65,25
12,4,3,2023,March,10,5,55,30
12,4,4,2023,March,5,5,69,21
12,4,5,2023,March,5,5,55,35
12,4,6,2023,March,10,3,37,50
12,4,7,2023,March,15,5,55,25
12,4,8,2023,March,10,5,55,30
12,4,9,2023,March,20,5,50,25
12,4,10,2023,March,5,10,35,50
13,1,1,2023,March,15,25,10,50
13,1,2,2023,March,5,10,15,70
13,1,3,2023,March,15,15,15,55
13,1,4,2023,March,50,5,10,35
13,1,5,2023,March,30,20,10,40
13,1,6,2023,March,40,10,5,45
13,1,7,2023,March,25,10,0,65
13,1,8,2023,March,15,15,0,70
13,1,9,2023,March,20,10,5,65
13,1,10,2023,March,25,15,10,50
13,2,1,2023,March,30,10,15,45
13,2,2,2023,March,10,10,20,60
13,2,3,2023,March,15,10,25,50
13,2,4,2023,March,10,10,15,65
13,2,5,2023,March,10,10,10,70
13,2,6,2023,March,5,5,5,85
13,2,7,2023,March,20,15,30,35
13,2,8,2023,March,10,15,5,70
13,2,9,2023,March,20,15,15,50
13,2,10,2023,March,35,15,15,35
13,3,1,2023,March,15,15,20,50
13,3,2,2023,March,25,15,25,35
13,3,3,2023,March,20,15,20,45
13,3,4,2023,March,15,5,30,50
13,3,5,2023,March,10,5,55,30
13,3,6,2023,March,15,15,30,40
13,3,7,2023,March,35,15,20,30
13,3,8,2023,March,10,10,40,40
13,3,9,2023,March,35,10,20,35
13,3,10,2023,March,15,10,10,65
13,4,1,2023,March,25,15,20,40
13,4,2,2023,March,15,15,35,35
13,4,3,2023,March,10,20,45,25
13,4,4,2023,March,10,15,25,50
13,4,5,2023,March,10,15,40,35
13,4,6,2023,March,5,20,30,45
13,4,7,2023,March,25,15,20,40
13,4,8,2023,March,5,10,25,60
13,4,9,2023,March,10,10,35,45
13,4,10,2023,March,5,10,45,40
14,1,1,2023,March,15,15,0,70
14,1,2,2023,March,5,10,0,85
14,1,3,2023,March,5,5,0,90
14,1,4,2023,March,3,10,0,87
14,1,5,2023,March,5,10,0,85
14,1,6,2023,March,5,15,0,80
14,1,7,2023,March,15,15,0,70
14,1,8,2023,March,2,5,0,93
14,1,9,2023,March,10,15,0,75
14,1,10,2023,March,10,10,0,80
14,2,1,2023,March,20,15,25,40
14,2,2,2023,March,30,10,20,40
14,2,3,2023,March,20,10,25,45
14,2,4,2023,March,30,10,20,40
14,2,5,2023,March,40,5,20,35
14,2,6,2023,March,20,10,20,50
14,2,7,2023,March,50,10,20,20
14,2,8,2023,March,30,10,15,45
14,2,9,2023,March,20,10,10,60
14,2,10,2023,March,30,15,0,55
14,3,1,2023,March,10,5,60,25
14,3,2,2023,March,45,15,5,35
14,3,3,2023,March,15,15,40,30
14,3,4,2023,March,48,20,2,30
14,3,5,2023,March,30,15,0,55
14,3,6,2023,March,25,10,40,25
14,3,7,2023,March,30,15,15,40
14,3,8,2023,March,40,25,0,35
14,3,9,2023,March,45,15,0,40
14,3,10,2023,March,25,15,20,40
14,4,1,2023,March,25,15,5,55
14,4,2,2023,March,35,15,0,50
14,4,3,2023,March,30,20,0,50
14,4,4,2023,March,50,15,0,35
14,4,5,2023,March,35,15,0,50
14,4,6,2023,March,35,10,0,55
14,4,7,2023,March,35,15,0,50
14,4,8,2023,March,40,15,0,45
14,4,9,2023,March,30,15,0,55
14,4,10,2023,March,40,10,0,50
15,1,1,2023,March,30,20,0,50
15,1,2,2023,March,15,15,0,70
15,1,3,2023,March,25,20,0,55
15,1,4,2023,March,20,25,0,55
15,1,5,2023,March,45,20,0,35
15,1,6,2023,March,40,15,5,40
15,1,7,2023,March,35,20,1,44
15,1,8,2023,March,35,15,0,50
15,1,9,2023,March,25,25,0,50
15,1,10,2023,March,20,15,0,65
15,2,1,2023,March,20,10,0,70
15,2,2,2023,March,20,10,0,70
15,2,3,2023,March,10,30,0,60
15,2,4,2023,March,15,20,0,65
15,2,5,2023,March,40,20,0,40
15,2,6,2023,March,20,25,1,54
15,2,7,2023,March,45,20,0,35
15,2,8,2023,March,10,30,0,60
15,2,9,2023,March,35,25,0,40
15,2,10,2023,March,15,25,0,60
15,3,1,2023,March,20,15,0,65
15,3,2,2023,March,30,15,0,55
15,3,3,2023,March,30,20,0,50
15,3,4,2023,March,35,25,0,40
15,3,5,2023,March,50,15,0,35
15,3,6,2023,March,30,25,0,45
15,3,7,2023,March,25,15,0,60
15,3,8,2023,March,15,25,0,60
15,3,9,2023,March,25,20,0,55
15,3,10,2023,March,15,20,1,64
15,4,1,2023,March,35,25,5,35
15,4,2,2023,March,30,25,20,25
15,4,3,2023,March,55,20,0,25
15,4,4,2023,March,50,15,0,35
15,4,5,2023,March,35,20,0,45
15,4,6,2023,March,45,15,0,40
15,4,7,2023,March,45,15,0,40
15,4,8,2023,March,34,15,1,50
15,4,9,2023,March,3,10,15,82
15,4,10,2023,March,50,15,0,35
16,1,1,2023,March,20,15,20,45
16,1,2,2023,March,10,10,2,78
16,1,3,2023,March,30,25,5,40
16,1,4,2023,March,35,15,10,40
16,1,5,2023,March,25,15,20,40
16,1,6,2023,March,40,15,15,30
16,1,7,2023,March,40,10,10,40
16,1,8,2023,March,10,20,15,55
16,1,9,2023,March,20,20,5,55
16,1,10,2023,March,20,10,50,20
16,2,1,2023,March,50,15,10,25
16,2,2,2023,March,35,15,0,50
16,2,3,2023,March,35,20,0,45
16,2,4,2023,March,40,15,0,45
16,2,5,2023,March,35,15,0,50
16,2,6,2023,March,33,15,2,50
16,2,7,2023,March,35,10,0,55
16,2,8,2023,March,35,15,10,40
16,2,9,2023,March,65,10,0,25
16,2,10,2023,March,50,15,10,25
16,3,1,2023,March,25,10,40,25
16,3,2,2023,March,20,10,20,50
16,3,3,2023,March,25,10,20,45
16,3,4,2023,March,15,15,20,50
16,3,5,2023,March,15,15,20,50
16,3,6,2023,March,20,15,15,50
16,3,7,2023,March,10,5,50,35
16,3,8,2023,March,20,5,55,20
16,3,9,2023,March,20,15,45,20
16,3,10,2023,March,25,15,35,25
16,4,1,2023,March,15,35,10,40
16,4,2,2023,March,20,30,20,30
16,4,3,2023,March,30,15,15,40
16,4,4,2023,March,20,15,25,40
16,4,5,2023,March,35,10,25,30
16,4,6,2023,March,20,10,50,20
16,4,7,2023,March,20,15,15,50
16,4,8,2023,March,35,15,15,35
16,4,9,2023,March,35,20,10,35
16,4,10,2023,March,20,15,20,45
17,1,1,2023,March,20,10,15,55
17,1,2,2023,March,10,5,70,15
17,1,3,2023,March,25,10,45,20
17,1,4,2023,March,25,10,65,0
17,1,5,2023,March,40,10,45,5
17,1,6,2023,March,15,2,81,2
17,1,7,2023,March,50,2,48,0
17,1,8,2023,March,20,10,55,15
17,1,9,2023,March,20,5,60,15
17,1,10,2023,March,10,5,70,15
17,2,1,2023,March,45,5,30,20
17,2,2,2023,March,30,10,30,30
17,2,3,2023,March,20,5,75,0
17,2,4,2023,March,15,5,70,10
17,2,5,2023,March,15,10,70,5
17,2,6,2023,March,10,5,50,35
17,2,7,2023,March,25,5,60,10
17,2,8,2023,March,30,10,40,20
17,2,9,2023,March,50,5,45,0
17,2,10,2023,March,35,15,20,30
17,3,1,2023,March,20,5,70,5
17,3,2,2023,March,15,10,20,55
17,3,3,2023,March,20,10,40,30
17,3,4,2023,March,65,20,10,5
17,3,5,2023,March,35,30,25,10
17,3,6,2023,March,10,5,55,30
17,3,7,2023,March,20,10,55,15
17,3,8,2023,March,20,5,65,10
17,3,9,2023,March,50,15,20,15
17,3,10,2023,March,25,5,60,10
17,4,1,2023,March,40,5,10,45
17,4,2,2023,March,10,15,40,35
17,4,3,2023,March,10,10,55,25
17,4,4,2023,March,20,10,35,35
17,4,5,2023,March,35,5,55,5
17,4,6,2023,March,20,10,45,25
17,4,7,2023,March,40,5,35,20
17,4,8,2023,March,45,5,20,30
17,4,9,2023,March,20,20,60,0
17,4,10,2023,March,15,10,60,15
1,1,1,2003,October,85,0,0,15
1,1,2,2003,October,85,0,0,15
1,1,3,2003,October,70,0,0,30
1,1,4,2003,October,80,0,0,20
1,1,5,2003,October,90,0,0,10
1,1,6,2003,October,80,0,0,20
1,1,7,2003,October,80,0,0,20
1,1,8,2003,October,60,0,0,40
1,1,9,2003,October,90,0,0,10
1,1,10,2003,October,95,0,0,5
1,2,1,2003,October,90,0,0,10
1,2,2,2003,October,75,0,0,25
1,2,3,2003,October,80,0,0,20
1,2,4,2003,October,40,0,0,60
1,2,5,2003,October,70,0,0,30
1,2,6,2003,October,20,20,0,60
1,2,7,2003,October,60,0,0,40
1,2,8,2003,October,40,10,0,50
1,2,9,2003,October,45,15,0,40
1,2,10,2003,October,70,15,0,15
1,3,1,2003,October,65,5,0,30
1,3,2,2003,October,80,0,0,20
1,3,3,2003,October,55,0,0,45
1,3,4,2003,October,60,10,0,30
1,3,5,2003,October,50,10,0,40
1,3,6,2003,October,80,0,0,20
1,3,7,2003,October,50,5,0,45
1,3,8,2003,October,0,90,0,10
1,3,9,2003,October,95,0,0,5
1,3,10,2003,October,80,0,0,20
1,4,1,2003,October,90,0,0,10
1,4,2,2003,October,85,0,0,15
1,4,3,2003,October,90,0,0,10
1,4,4,2003,October,70,0,0,30
1,4,5,2003,October,75,0,0,25
1,4,6,2003,October,50,0,0,50
1,4,7,2003,October,70,5,0,25
1,4,8,2003,October,90,0,0,10
1,4,9,2003,October,90,5,0,5
1,4,10,2003,October,95,0,0,5
2,1,1,2003,October,45,15,0,40
2,1,2,2003,October,60,10,0,30
2,1,3,2003,October,45,40,0,15
2,1,4,2003,October,70,25,0,5
2,1,5,2003,October,85,10,0,5
2,1,6,2003,October,75,20,0,5
2,1,7,2003,October,20,80,0,0
2,1,8,2003,October,40,60,0,0
2,1,9,2003,October,40,15,0,45
2,1,10,2003,October,75,10,0,15
2,2,1,2003,October,55,30,0,15
2,2,2,2003,October,25,70,0,5
2,2,3,2003,October,65,10,0,25
2,2,4,2003,October,30,30,0,40
2,2,5,2003,October,60,40,0,0
2,2,6,2003,October,20,70,0,10
2,2,7,2003,October,50,20,0,30
2,2,8,2003,October,65,10,0,25
2,2,9,2003,October,30,60,0,10
2,2,10,2003,October,20,50,0,30
2,3,1,2003,October,70,5,0,25
2,3,2,2003,October,80,5,0,15
2,3,3,2003,October,75,20,0,5
2,3,4,2003,October,60,10,0,30
2,3,5,2003,October,95,0,0,5
2,3,6,2003,October,80,5,0,15
2,3,7,2003,October,80,5,0,15
2,3,8,2003,October,70,25,0,5
2,3,9,2003,October,60,20,0,20
2,3,10,2003,October,75,20,0,5
2,4,1,2003,October,60,15,0,25
2,4,2,2003,October,30,50,0,20
2,4,3,2003,October,40,10,0,50
2,4,4,2003,October,10,10,0,80
2,4,5,2003,October,40,10,0,50
2,4,6,2003,October,0,0,0,100
2,4,7,2003,October,30,45,0,25
2,4,8,2003,October,50,30,0,20
2,4,9,2003,October,50,20,0,30
2,4,10,2003,October,20,60,0,20
3,1,1,2003,October,55,5,10,30
3,1,2,2003,October,30,15,30,25
3,1,3,2003,October,25,5,10,60
3,1,4,2003,October,30,10,10,50
3,1,5,2003,October,50,10,15,25
3,1,6,2003,October,70,0,10,20
3,1,7,2003,October,50,10,20,20
3,1,8,2003,October,50,0,20,30
3,1,9,2003,October,60,10,5,25
3,1,10,2003,October,40,0,30,30
3,2,1,2003,October,50,15,15,20
3,2,2,2003,October,30,5,10,55
3,2,3,2003,October,40,20,15,25
3,2,4,2003,October,35,10,15,40
3,2,5,2003,October,15,0,10,75
3,2,6,2003,October,15,20,40,25
3,2,7,2003,October,15,0,15,70
3,2,8,2003,October,40,20,5,35
3,2,9,2003,October,40,0,30,30
3,2,10,2003,October,30,10,50,10
3,3,1,2003,October,40,10,20,30
3,3,2,2003,October,50,25,10,15
3,3,3,2003,October,75,0,5,20
3,3,4,2003,October,50,10,15,25
3,3,5,2003,October,60,15,10,15
3,3,6,2003,October,80,10,10,0
3,3,7,2003,October,45,15,10,30
3,3,8,2003,October,65,0,15,20
3,3,9,2003,October,55,0,20,25
3,3,10,2003,October,15,0,10,75
3,4,1,2003,October,65,15,5,15
3,4,2,2003,October,60,0,5,35
3,4,3,2003,October,65,0,5,30
3,4,4,2003,October,75,15,5,5
3,4,5,2003,October,25,5,20,50
3,4,6,2003,October,55,20,5,20
3,4,7,2003,October,40,10,5,45
3,4,8,2003,October,65,0,10,25
3,4,9,2003,October,40,20,10,30
3,4,10,2003,October,50,0,15,35
4,1,1,2003,October,30,30,20,20
4,1,2,2003,October,50,0,0,50
4,1,3,2003,October,15,10,0,75
4,1,4,2003,October,60,10,15,15
4,1,5,2003,October,95,0,5,0
4,1,6,2003,October,25,5,20,50
4,1,7,2003,October,55,0,5,40
4,1,8,2003,October,50,25,5,20
4,1,9,2003,October,65,5,0,30
4,1,10,2003,October,70,0,20,10
4,2,1,2003,October,30,0,20,50
4,2,2,2003,October,60,0,10,30
4,2,3,2003,October,40,20,15,25
4,2,4,2003,October,45,0,10,45
4,2,5,2003,October,15,20,0,65
4,2,6,2003,October,55,20,0,25
4,2,7,2003,October,30,0,0,70
4,2,8,2003,October,15,20,15,50
4,2,9,2003,October,60,20,0,20
4,2,10,2003,October,35,5,0,60
4,3,1,2003,October,20,70,0,10
4,3,2,2003,October,30,20,0,50
4,3,3,2003,October,0,0,30,70
4,3,4,2003,October,20,10,0,70
4,3,5,2003,October,15,70,0,15
4,3,6,2003,October,30,30,0,40
4,3,7,2003,October,25,20,0,55
4,3,8,2003,October,50,10,0,40
4,3,9,2003,October,40,10,0,50
4,3,10,2003,October,65,10,0,25
4,4,1,2003,October,40,50,0,10
4,4,2,2003,October,20,20,50,10
4,4,3,2003,October,20,0,40,40
4,4,4,2003,October,30,0,20,50
4,4,5,2003,October,30,10,30,30
4,4,6,2003,October,30,25,20,25
4,4,7,2003,October,15,5,80,0
4,4,8,2003,October,60,5,25,10
4,4,9,2003,October,45,30,5,20
4,4,10,2003,October,20,50,5,25
5,1,1,2003,October,20,10,50,20
5,1,2,2003,October,10,15,75,0
5,1,3,2003,October,20,10,60,10
5,1,4,2003,October,40,10,15,35
5,1,5,2003,October,20,20,50,10
5,1,6,2003,October,50,45,0,5
5,1,7,2003,October,30,20,20,30
5,1,8,2003,October,45,5,20,30
5,1,9,2003,October,20,5,50,25
5,1,10,2003,October,50,5,20,25
5,2,1,2003,October,50,0,20,30
5,2,2,2003,October,15,5,50,30
5,2,3,2003,October,30,0,50,20
5,2,4,2003,October,15,0,60,25
5,2,5,2003,October,25,5,50,20
5,2,6,2003,October,15,0,50,35
5,2,7,2003,October,25,0,40,35
5,2,8,2003,October,30,10,30,30
5,2,9,2003,October,35,0,15,50
5,2,10,2003,October,25,0,50,25
5,3,1,2003,October,5,75,15,5
5,3,2,2003,October,5,45,20,30
5,3,3,2003,October,10,0,25,65
5,3,4,2003,October,5,30,40,25
5,3,5,2003,October,20,20,20,40
5,3,6,2003,October,0,45,0,55
5,3,7,2003,October,20,0,60,20
5,3,8,2003,October,15,0,40,45
5,3,9,2003,October,5,0,20,75
5,3,10,2003,October,10,0,30,60
5,4,1,2003,October,10,30,30,30
5,4,2,2003,October,0,40,40,20
5,4,3,2003,October,30,0,50,20
5,4,4,2003,October,20,0,40,40
5,4,5,2003,October,10,0,30,60
5,4,6,2003,October,10,10,50,30
5,4,7,2003,October,20,0,40,40
5,4,8,2003,October,25,0,30,45
5,4,9,2003,October,5,15,45,35
5,4,10,2003,October,35,0,15,50
6,1,1,2003,October,90,0,0,10
6,1,2,2003,October,80,10,0,10
6,1,3,2003,October,90,0,0,10
6,1,4,2003,October,85,5,0,10
6,1,5,2003,October,80,10,0,10
6,1,6,2003,October,95,0,0,5
6,1,7,2003,October,90,0,0,10
6,1,8,2003,October,90,0,0,10
6,1,9,2003,October,95,0,0,5
6,1,10,2003,October,80,0,5,15
6,2,1,2003,October,0,5,75,20
6,2,2,2003,October,0,10,20,70
6,2,3,2003,October,5,0,0,95
6,2,4,2003,October,55,0,5,40
6,2,5,2003,October,65,10,5,20
6,2,6,2003,October,10,0,15,75
6,2,7,2003,October,25,0,45,30
6,2,8,2003,October,5,0,15,80
